date,asset,asset_class,signal,confidence,linreg_prob,logreg_prob,gbt_prob,ensemble_prob,trained_date,model_accuracy
2026-03-20,cardano,crypto,HOLD,0.00,82.8000,50.6000,49.1000,60.8333,2026-03-19T01:39:26.250197640+00:00,39.4
2026-03-20,dogecoin,crypto,SELL,0.00,24.0000,23.9000,50.4000,32.7667,2026-03-19T01:39:26.250197640+00:00,41.2
2026-03-20,solana,crypto,HOLD,0.00,23.4000,24.4000,49.3000,32.3667,2026-03-19T01:39:26.250197640+00:00,52.0
2026-03-20,USDINR=X,fx,SELL,19.30,50.9000,38.4000,33.2000,40.8333,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,USDPHP=X,fx,HOLD,9.60,50.2000,22.7000,59.5000,44.1333,2026-03-19T01:39:26.250197640+00:00,71.0
2026-03-20,USDMYR=X,fx,HOLD,5.20,49.9000,38.3000,52.3000,46.8333,2026-03-19T01:39:26.250197640+00:00,73.1
2026-03-20,USDIDR=X,fx,HOLD,11.20,85.0000,27.3000,53.4000,55.2333,2026-03-19T01:39:26.250197640+00:00,76.2
2026-03-20,USDTHB=X,fx,HOLD,1.70,51.6000,49.1000,51.5000,50.7333,2026-03-19T01:39:26.250197640+00:00,68.1
2026-03-20,USDTWD=X,fx,HOLD,9.40,50.5000,74.0000,43.3000,55.9333,2026-03-19T01:39:26.250197640+00:00,75.5
2026-03-20,USDHKD=X,fx,SELL,17.80,50.0000,23.4000,47.4000,40.2667,2026-03-19T01:39:26.250197640+00:00,72.3
2026-03-20,USDKRW=X,fx,BUY,21.70,85.0000,66.2000,38.2000,63.1333,2026-03-19T01:39:26.250197640+00:00,71.3
2026-03-20,USDMXN=X,fx,HOLD,0.30,49.9000,41.4000,56.8000,49.3667,2026-03-19T01:39:26.250197640+00:00,67.6
2026-03-20,USDSGD=X,fx,HOLD,6.30,50.0000,34.9000,53.6000,46.1667,2026-03-19T01:39:26.250197640+00:00,70.5
2026-03-20,EURGBP=X,fx,BUY,19.00,50.0000,83.5000,73.8000,69.1000,2026-03-19T01:39:26.250197640+00:00,70.0
2026-03-20,NZDUSD=X,fx,HOLD,1.10,50.0000,61.8000,41.4000,51.0667,2026-03-19T01:39:26.250197640+00:00,70.5
2026-03-20,USDCAD=X,fx,HOLD,4.60,50.0000,42.8000,62.0000,51.6000,2026-03-19T01:39:26.250197640+00:00,70.9
2026-03-20,USDCHF=X,fx,HOLD,1.20,50.0000,29.1000,68.5000,49.2000,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,AUDUSD=X,fx,HOLD,0.60,50.0000,67.1000,35.5000,50.8667,2026-03-19T01:39:26.250197640+00:00,69.9
2026-03-20,USDJPY=X,fx,BUY,10.40,53.6000,64.8000,49.0000,55.8000,2026-03-19T01:39:26.250197640+00:00,72.4
2026-03-20,GBPUSD=X,fx,HOLD,5.00,50.0000,43.1000,48.9000,47.3333,2026-03-19T01:39:26.250197640+00:00,74.8
2026-03-20,EURUSD=X,fx,HOLD,4.80,50.0000,36.6000,54.7000,47.1000,2026-03-19T01:39:26.250197640+00:00,71.2
2026-03-20,COP,stock,HOLD,4.50,53.7000,40.2000,60.5000,51.4667,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,CVX,stock,HOLD,0.70,42.9000,50.1000,55.0000,49.3333,2026-03-19T01:39:26.250197640+00:00,73.4
2026-03-20,XOM,stock,HOLD,8.80,57.1000,45.1000,59.8000,54.0000,2026-03-19T01:39:26.250197640+00:00,69.4
2026-03-20,MCD,stock,HOLD,9.20,27.8000,64.6000,43.6000,45.3333,2026-03-19T01:39:26.250197640+00:00,67.4
2026-03-20,NKE,stock,HOLD,8.20,53.7000,48.5000,58.4000,53.5333,2026-03-19T01:39:26.250197640+00:00,70.9
2026-03-20,HD,stock,SELL,20.60,20.8000,47.4000,49.0000,39.0667,2026-03-19T01:39:26.250197640+00:00,69.3
2026-03-20,COST,stock,HOLD,12.20,33.3000,56.2000,43.4000,44.3000,2026-03-19T01:39:26.250197640+00:00,67.8
2026-03-20,TGT,stock,HOLD,3.50,48.4000,45.7000,50.0000,48.0333,2026-03-19T01:39:26.250197640+00:00,68.4
2026-03-20,WMT,stock,HOLD,5.30,43.6000,70.7000,45.1000,53.1333,2026-03-19T01:39:26.250197640+00:00,72.0
2026-03-20,EMR,stock,BUY,20.80,51.0000,66.5000,65.3000,60.9333,2026-03-19T01:39:26.250197640+00:00,74.1
2026-03-20,GE,stock,BUY,16.00,83.5000,85.0000,47.3000,71.9333,2026-03-19T01:39:26.250197640+00:00,71.0
2026-03-20,HON,stock,HOLD,0.90,44.6000,57.1000,47.8000,49.8333,2026-03-19T01:39:26.250197640+00:00,68.7
2026-03-20,MMM,stock,BUY,19.40,61.9000,72.9000,48.4000,61.0667,2026-03-19T01:39:26.250197640+00:00,70.8
2026-03-20,DE,stock,HOLD,10.80,63.2000,38.6000,33.7000,45.1667,2026-03-19T01:39:26.250197640+00:00,67.4
2026-03-20,CAT,stock,BUY,21.50,85.0000,57.8000,45.5000,62.7667,2026-03-19T01:39:26.250197640+00:00,72.8
2026-03-20,GD,stock,BUY,16.50,63.4000,67.1000,53.3000,61.2667,2026-03-19T01:39:26.250197640+00:00,67.1
2026-03-20,BA,stock,BUY,18.20,68.1000,84.6000,49.1000,67.2667,2026-03-19T01:39:26.250197640+00:00,70.8
2026-03-20,NOC,stock,BUY,20.30,58.3000,82.7000,48.7000,63.2333,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,RTX,stock,HOLD,5.50,53.5000,56.1000,34.9000,48.1667,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,LMT,stock,HOLD,6.80,45.2000,53.4000,60.1000,52.9000,2026-03-19T01:39:26.250197640+00:00,71.1
2026-03-20,ABBV,stock,BUY,22.70,64.0000,69.0000,57.9000,63.6333,2026-03-19T01:39:26.250197640+00:00,74.1
2026-03-20,MRNA,stock,HOLD,13.00,17.3000,72.0000,41.0000,43.4333,2026-03-19T01:39:26.250197640+00:00,72.7
2026-03-20,PFE,stock,HOLD,6.40,46.1000,39.6000,53.4000,46.3667,2026-03-19T01:39:26.250197640+00:00,69.6
2026-03-20,LLY,stock,HOLD,4.30,32.6000,78.6000,46.6000,52.6000,2026-03-19T01:39:26.250197640+00:00,73.2
2026-03-20,UNH,stock,HOLD,13.30,75.6000,53.8000,42.9000,57.4333,2026-03-19T01:39:26.250197640+00:00,67.6
2026-03-20,JNJ,stock,HOLD,1.00,42.3000,53.0000,55.0000,50.1000,2026-03-19T01:39:26.250197640+00:00,73.2
2026-03-20,MA,stock,SELL,19.20,15.0000,19.4000,32.4000,22.2667,2026-03-19T01:39:26.250197640+00:00,74.6
2026-03-20,V,stock,HOLD,10.70,32.8000,50.1000,50.2000,44.3667,2026-03-19T01:39:26.250197640+00:00,71.3
2026-03-20,WFC,stock,HOLD,0.30,51.6000,58.1000,43.2000,50.9667,2026-03-19T01:39:26.250197640+00:00,70.7
2026-03-20,BAC,stock,HOLD,2.20,50.9000,41.8000,57.9000,50.2000,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,GS,stock,BUY,19.00,85.0000,52.8000,58.1000,65.3000,2026-03-19T01:39:26.250197640+00:00,71.2
2026-03-20,JPM,stock,BUY,16.70,57.9000,60.7000,56.9000,58.5000,2026-03-19T01:39:26.250197640+00:00,73.8
2026-03-20,TSM,stock,BUY,18.00,76.5000,60.4000,53.3000,63.4000,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,QCOM,stock,BUY,15.60,73.5000,62.7000,41.6000,59.2667,2026-03-19T01:39:26.250197640+00:00,72.3
2026-03-20,INTC,stock,BUY,17.70,50.9000,68.7000,58.7000,59.4333,2026-03-19T01:39:26.250197640+00:00,66.6
2026-03-20,ARM,stock,BUY,19.30,85.0000,62.6000,43.8000,63.8000,2026-03-19T01:39:26.250197640+00:00,73.5
2026-03-20,CRM,stock,HOLD,7.20,51.6000,71.4000,41.1000,54.7000,2026-03-19T01:39:26.250197640+00:00,71.8
2026-03-20,NFLX,stock,BUY,19.60,60.4000,65.1000,55.5000,60.3333,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,AVGO,stock,SELL,20.50,15.0000,48.2000,52.0000,38.4000,2026-03-19T01:39:26.250197640+00:00,72.4
2026-03-20,AMD,stock,BUY,11.40,63.4000,53.4000,51.4000,56.0667,2026-03-19T01:39:26.250197640+00:00,67.1
2026-03-20,TSLA,stock,HOLD,13.70,24.2000,56.1000,49.0000,43.1000,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,META,stock,BUY,17.00,85.0000,78.2000,48.4000,70.5333,2026-03-19T01:39:26.250197640+00:00,67.7
2026-03-20,NVDA,stock,HOLD,12.40,69.2000,63.5000,40.1000,57.6000,2026-03-19T01:39:26.250197640+00:00,71.9
2026-03-20,AMZN,stock,HOLD,13.80,70.8000,60.9000,43.7000,58.4667,2026-03-19T01:39:26.250197640+00:00,68.6
2026-03-20,GOOGL,stock,BUY,22.50,78.6000,81.5000,45.1000,68.4000,2026-03-19T01:39:26.250197640+00:00,73.4
2026-03-20,MSFT,stock,BUY,19.70,79.4000,66.8000,49.2000,65.1333,2026-03-19T01:39:26.250197640+00:00,70.3
2026-03-20,AAPL,stock,HOLD,12.40,36.8000,55.0000,40.9000,44.2333,2026-03-19T01:39:26.250197640+00:00,72.4
2026-03-20,XLRE,stock,HOLD,2.60,49.8000,76.3000,32.2000,52.7667,2026-03-19T01:39:26.250197640+00:00,73.4
2026-03-20,XLU,stock,HOLD,5.10,51.8000,66.7000,28.2000,48.9000,2026-03-19T01:39:26.250197640+00:00,73.4
2026-03-20,XLP,stock,HOLD,5.50,48.8000,55.5000,53.7000,52.6667,2026-03-19T01:39:26.250197640+00:00,72.2
2026-03-20,XLK,stock,BUY,20.20,62.7000,81.6000,55.6000,66.6333,2026-03-19T01:39:26.250197640+00:00,75.8
2026-03-20,XLI,stock,HOLD,5.50,56.3000,63.0000,28.6000,49.3000,2026-03-19T01:39:26.250197640+00:00,71.4
2026-03-20,XLV,stock,HOLD,2.20,47.6000,61.4000,40.2000,49.7333,2026-03-19T01:39:26.250197640+00:00,73.3
2026-03-20,XLE,stock,HOLD,0.60,46.9000,50.1000,51.7000,49.5667,2026-03-19T01:39:26.250197640+00:00,71.8
2026-03-20,XLF,stock,HOLD,12.80,51.5000,33.2000,45.6000,43.4333,2026-03-19T01:39:26.250197640+00:00,71.2
2026-03-20,DIA,stock,HOLD,6.70,49.9000,59.5000,51.2000,53.5333,2026-03-19T01:39:26.250197640+00:00,72.9
2026-03-20,QQQ,stock,HOLD,3.90,32.8000,70.2000,53.3000,52.1000,2026-03-19T01:39:26.250197640+00:00,73.1
2026-03-20,SPY,stock,HOLD,9.40,16.1000,77.7000,44.1000,45.9667,2026-03-19T01:39:26.250197640+00:00,74.0
2026-03-20,cardano,crypto,HOLD,0.00,82.8000,50.6000,49.1000,60.8333,2026-03-19T01:39:26.250197640+00:00,39.4
2026-03-20,dogecoin,crypto,SELL,0.00,24.0000,23.9000,50.4000,32.7667,2026-03-19T01:39:26.250197640+00:00,41.2
2026-03-20,solana,crypto,HOLD,0.00,23.4000,24.4000,49.3000,32.3667,2026-03-19T01:39:26.250197640+00:00,52.0
2026-03-20,USDINR=X,fx,SELL,19.30,51.0000,38.4000,33.2000,40.8667,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,USDPHP=X,fx,HOLD,9.40,50.3000,23.0000,59.5000,44.2667,2026-03-19T01:39:26.250197640+00:00,71.0
2026-03-20,USDMYR=X,fx,HOLD,5.60,49.9000,36.9000,52.9000,46.5667,2026-03-19T01:39:26.250197640+00:00,73.1
2026-03-20,USDIDR=X,fx,HOLD,12.60,85.0000,28.1000,54.6000,55.9000,2026-03-19T01:39:26.250197640+00:00,76.2
2026-03-20,USDTHB=X,fx,HOLD,2.70,51.7000,49.7000,52.3000,51.2333,2026-03-19T01:39:26.250197640+00:00,68.1
2026-03-20,USDTWD=X,fx,HOLD,9.70,50.5000,74.4000,43.3000,56.0667,2026-03-19T01:39:26.250197640+00:00,75.5
2026-03-20,USDHKD=X,fx,SELL,15.50,50.0000,23.8000,50.0000,41.2667,2026-03-19T01:39:26.250197640+00:00,72.3
2026-03-20,USDKRW=X,fx,BUY,21.70,85.0000,67.8000,38.2000,63.6667,2026-03-19T01:39:26.250197640+00:00,71.3
2026-03-20,USDMXN=X,fx,HOLD,1.40,49.9000,42.3000,57.6000,49.9333,2026-03-19T01:39:26.250197640+00:00,67.6
2026-03-20,USDSGD=X,fx,HOLD,7.20,50.0000,34.4000,52.8000,45.7333,2026-03-19T01:39:26.250197640+00:00,70.5
2026-03-20,EURGBP=X,fx,BUY,18.80,50.0000,78.1000,73.8000,67.3000,2026-03-19T01:39:26.250197640+00:00,70.0
2026-03-20,NZDUSD=X,fx,HOLD,0.40,50.0000,60.7000,41.4000,50.7000,2026-03-19T01:39:26.250197640+00:00,70.5
2026-03-20,USDCAD=X,fx,HOLD,4.00,50.0000,41.9000,62.0000,51.3000,2026-03-19T01:39:26.250197640+00:00,70.9
2026-03-20,USDCHF=X,fx,HOLD,2.80,50.0000,31.7000,68.5000,50.0667,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,AUDUSD=X,fx,HOLD,1.40,50.0000,66.7000,38.5000,51.7333,2026-03-19T01:39:26.250197640+00:00,69.9
2026-03-20,USDJPY=X,fx,HOLD,9.40,53.5000,63.7000,48.7000,55.3000,2026-03-19T01:39:26.250197640+00:00,72.4
2026-03-20,GBPUSD=X,fx,HOLD,1.40,50.0000,47.5000,53.7000,50.4000,2026-03-19T01:39:26.250197640+00:00,74.8
2026-03-20,EURUSD=X,fx,HOLD,4.70,50.0000,36.0000,55.2000,47.0667,2026-03-19T01:39:26.250197640+00:00,71.2
2026-03-20,COP,stock,HOLD,5.20,53.8000,41.5000,60.0000,51.7667,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,CVX,stock,HOLD,0.50,43.0000,50.3000,55.0000,49.4333,2026-03-19T01:39:26.250197640+00:00,73.4
2026-03-20,XOM,stock,HOLD,8.80,57.2000,45.0000,59.8000,54.0000,2026-03-19T01:39:26.250197640+00:00,69.4
2026-03-20,MCD,stock,HOLD,9.10,28.0000,64.6000,43.6000,45.4000,2026-03-19T01:39:26.250197640+00:00,67.4
2026-03-20,NKE,stock,HOLD,8.20,53.7000,48.5000,58.4000,53.5333,2026-03-19T01:39:26.250197640+00:00,70.9
2026-03-20,HD,stock,SELL,20.60,20.8000,47.4000,49.0000,39.0667,2026-03-19T01:39:26.250197640+00:00,69.3
2026-03-20,COST,stock,HOLD,11.40,34.0000,56.5000,43.6000,44.7000,2026-03-19T01:39:26.250197640+00:00,67.8
2026-03-20,TGT,stock,HOLD,3.50,48.4000,45.7000,50.0000,48.0333,2026-03-19T01:39:26.250197640+00:00,68.4
2026-03-20,WMT,stock,HOLD,5.30,43.6000,70.8000,45.1000,53.1667,2026-03-19T01:39:26.250197640+00:00,72.0
2026-03-20,EMR,stock,BUY,20.80,51.0000,66.6000,65.3000,60.9667,2026-03-19T01:39:26.250197640+00:00,74.1
2026-03-20,GE,stock,BUY,16.00,83.6000,85.0000,47.3000,71.9667,2026-03-19T01:39:26.250197640+00:00,71.0
2026-03-20,HON,stock,HOLD,0.90,44.6000,57.1000,47.8000,49.8333,2026-03-19T01:39:26.250197640+00:00,68.7
2026-03-20,MMM,stock,BUY,19.40,61.9000,73.0000,48.4000,61.1000,2026-03-19T01:39:26.250197640+00:00,70.8
2026-03-20,DE,stock,HOLD,12.20,61.5000,38.1000,33.7000,44.4333,2026-03-19T01:39:26.250197640+00:00,67.4
2026-03-20,CAT,stock,BUY,21.50,85.0000,57.8000,45.5000,62.7667,2026-03-19T01:39:26.250197640+00:00,72.8
2026-03-20,GD,stock,BUY,16.50,63.8000,67.3000,53.3000,61.4667,2026-03-19T01:39:26.250197640+00:00,67.1
2026-03-20,BA,stock,BUY,18.20,68.2000,84.5000,49.1000,67.2667,2026-03-19T01:39:26.250197640+00:00,70.8
2026-03-20,NOC,stock,BUY,20.30,59.6000,82.8000,48.7000,63.7000,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,RTX,stock,HOLD,5.40,53.6000,56.1000,34.9000,48.2000,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,LMT,stock,HOLD,7.10,45.5000,53.5000,60.1000,53.0333,2026-03-19T01:39:26.250197640+00:00,71.1
2026-03-20,ABBV,stock,BUY,22.70,64.1000,69.3000,57.9000,63.7667,2026-03-19T01:39:26.250197640+00:00,74.1
2026-03-20,MRNA,stock,HOLD,12.70,18.8000,70.9000,41.0000,43.5667,2026-03-19T01:39:26.250197640+00:00,72.7
2026-03-20,PFE,stock,HOLD,6.40,46.1000,39.6000,53.4000,46.3667,2026-03-19T01:39:26.250197640+00:00,69.6
2026-03-20,LLY,stock,HOLD,4.50,32.9000,78.7000,46.6000,52.7333,2026-03-19T01:39:26.250197640+00:00,73.2
2026-03-20,UNH,stock,BUY,16.70,77.3000,56.0000,47.2000,60.1667,2026-03-19T01:39:26.250197640+00:00,67.6
2026-03-20,JNJ,stock,HOLD,1.10,42.3000,53.3000,55.0000,50.2000,2026-03-19T01:39:26.250197640+00:00,73.2
2026-03-20,MA,stock,SELL,19.20,15.0000,19.4000,32.4000,22.2667,2026-03-19T01:39:26.250197640+00:00,74.6
2026-03-20,V,stock,HOLD,10.60,32.8000,50.2000,50.2000,44.4000,2026-03-19T01:39:26.250197640+00:00,71.3
2026-03-20,WFC,stock,HOLD,0.30,51.6000,58.1000,43.2000,50.9667,2026-03-19T01:39:26.250197640+00:00,70.7
2026-03-20,BAC,stock,HOLD,2.20,51.0000,41.8000,57.9000,50.2333,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,GS,stock,BUY,19.00,85.0000,52.8000,58.1000,65.3000,2026-03-19T01:39:26.250197640+00:00,71.2
2026-03-20,JPM,stock,BUY,16.80,58.0000,60.7000,56.9000,58.5333,2026-03-19T01:39:26.250197640+00:00,73.8
2026-03-20,TSM,stock,BUY,18.00,76.6000,60.5000,53.3000,63.4667,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,QCOM,stock,BUY,15.60,73.5000,62.7000,41.6000,59.2667,2026-03-19T01:39:26.250197640+00:00,72.3
2026-03-20,INTC,stock,BUY,17.70,50.9000,68.7000,58.7000,59.4333,2026-03-19T01:39:26.250197640+00:00,66.6
2026-03-20,ARM,stock,BUY,19.30,84.9000,58.5000,43.3000,62.2333,2026-03-19T01:39:26.250197640+00:00,73.5
2026-03-20,CRM,stock,HOLD,7.20,51.6000,71.4000,41.1000,54.7000,2026-03-19T01:39:26.250197640+00:00,71.8
2026-03-20,NFLX,stock,BUY,19.60,60.4000,65.1000,55.5000,60.3333,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,AVGO,stock,SELL,20.40,15.0000,48.3000,52.0000,38.4333,2026-03-19T01:39:26.250197640+00:00,72.4
2026-03-20,AMD,stock,BUY,11.40,63.4000,53.4000,51.4000,56.0667,2026-03-19T01:39:26.250197640+00:00,67.1
2026-03-20,TSLA,stock,HOLD,12.40,25.5000,56.9000,49.0000,43.8000,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,META,stock,BUY,17.00,85.0000,78.2000,48.4000,70.5333,2026-03-19T01:39:26.250197640+00:00,67.7
2026-03-20,NVDA,stock,HOLD,12.70,69.5000,63.7000,40.1000,57.7667,2026-03-19T01:39:26.250197640+00:00,71.9
2026-03-20,AMZN,stock,HOLD,14.00,71.0000,60.9000,43.7000,58.5333,2026-03-19T01:39:26.250197640+00:00,68.6
2026-03-20,GOOGL,stock,BUY,22.50,78.6000,81.5000,45.1000,68.4000,2026-03-19T01:39:26.250197640+00:00,73.4
2026-03-20,MSFT,stock,BUY,19.70,79.6000,67.0000,49.2000,65.2667,2026-03-19T01:39:26.250197640+00:00,70.3
2026-03-20,AAPL,stock,HOLD,12.40,36.7000,55.0000,40.9000,44.2000,2026-03-19T01:39:26.250197640+00:00,72.4
2026-03-20,XLI,stock,HOLD,5.30,56.4000,63.2000,28.6000,49.4000,2026-03-19T01:39:26.250197640+00:00,71.4
2026-03-20,XLV,stock,HOLD,2.20,47.6000,61.4000,40.2000,49.7333,2026-03-19T01:39:26.250197640+00:00,73.3
2026-03-20,XLE,stock,HOLD,0.40,47.0000,50.4000,51.7000,49.7000,2026-03-19T01:39:26.250197640+00:00,71.8
2026-03-20,XLF,stock,HOLD,13.40,51.5000,33.3000,44.6000,43.1333,2026-03-19T01:39:26.250197640+00:00,71.2
2026-03-20,DIA,stock,HOLD,6.90,50.2000,59.6000,51.2000,53.6667,2026-03-19T01:39:26.250197640+00:00,72.9
2026-03-20,QQQ,stock,HOLD,4.20,33.2000,70.3000,53.3000,52.2667,2026-03-19T01:39:26.250197640+00:00,73.1
2026-03-20,SPY,stock,HOLD,9.10,16.4000,77.9000,44.1000,46.1333,2026-03-19T01:39:26.250197640+00:00,74.0
2026-03-20,cardano,crypto,HOLD,0.00,82.8000,50.6000,49.1000,60.8333,2026-03-19T01:39:26.250197640+00:00,39.4
2026-03-20,dogecoin,crypto,SELL,0.00,24.0000,23.9000,50.4000,32.7667,2026-03-19T01:39:26.250197640+00:00,41.2
2026-03-20,solana,crypto,HOLD,0.00,23.4000,24.4000,49.3000,32.3667,2026-03-19T01:39:26.250197640+00:00,52.0
2026-03-20,USDINR=X,fx,SELL,19.70,51.0000,37.7000,33.2000,40.6333,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,USDPHP=X,fx,HOLD,9.30,50.3000,23.1000,59.5000,44.3000,2026-03-19T01:39:26.250197640+00:00,71.0
2026-03-20,USDMYR=X,fx,HOLD,6.80,49.9000,36.3000,51.8000,46.0000,2026-03-19T01:39:26.250197640+00:00,73.1
2026-03-20,USDIDR=X,fx,BUY,16.50,85.0000,28.0000,60.0000,57.6667,2026-03-19T01:39:26.250197640+00:00,76.2
2026-03-20,USDTHB=X,fx,HOLD,2.70,51.7000,50.1000,52.1000,51.3000,2026-03-19T01:39:26.250197640+00:00,68.1
2026-03-20,USDTWD=X,fx,HOLD,9.80,50.6000,74.5000,43.3000,56.1333,2026-03-19T01:39:26.250197640+00:00,75.5
2026-03-20,USDHKD=X,fx,SELL,15.10,50.0000,24.5000,50.0000,41.5000,2026-03-19T01:39:26.250197640+00:00,72.3
2026-03-20,USDKRW=X,fx,BUY,21.70,85.0000,68.4000,37.6000,63.6667,2026-03-19T01:39:26.250197640+00:00,71.3
2026-03-20,USDMXN=X,fx,HOLD,1.60,49.9000,42.5000,57.6000,50.0000,2026-03-19T01:39:26.250197640+00:00,67.6
2026-03-20,USDSGD=X,fx,HOLD,7.30,50.0000,34.2000,52.8000,45.6667,2026-03-19T01:39:26.250197640+00:00,70.5
2026-03-20,EURGBP=X,fx,BUY,18.80,50.0000,77.5000,73.8000,67.1000,2026-03-19T01:39:26.250197640+00:00,70.0
2026-03-20,NZDUSD=X,fx,HOLD,1.80,50.0000,60.9000,43.1000,51.3333,2026-03-19T01:39:26.250197640+00:00,70.5
2026-03-20,USDCAD=X,fx,HOLD,3.70,50.0000,41.3000,62.0000,51.1000,2026-03-19T01:39:26.250197640+00:00,70.9
2026-03-20,USDCHF=X,fx,HOLD,3.10,50.0000,32.2000,68.5000,50.2333,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,AUDUSD=X,fx,HOLD,7.70,50.0000,66.5000,47.0000,54.5000,2026-03-19T01:39:26.250197640+00:00,69.9
2026-03-20,USDJPY=X,fx,HOLD,9.10,53.3000,63.3000,48.7000,55.1000,2026-03-19T01:39:26.250197640+00:00,72.4
2026-03-20,GBPUSD=X,fx,HOLD,3.60,50.0000,48.8000,55.6000,51.4667,2026-03-19T01:39:26.250197640+00:00,74.8
2026-03-20,EURUSD=X,fx,HOLD,4.70,50.0000,36.0000,55.2000,47.0667,2026-03-19T01:39:26.250197640+00:00,71.2
2026-03-20,COP,stock,HOLD,5.40,52.4000,41.2000,61.6000,51.7333,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,CVX,stock,HOLD,2.20,41.3000,50.5000,54.0000,48.6000,2026-03-19T01:39:26.250197640+00:00,73.4
2026-03-20,XOM,stock,HOLD,8.30,54.4000,45.0000,61.3000,53.5667,2026-03-19T01:39:26.250197640+00:00,69.4
2026-03-20,MCD,stock,HOLD,13.50,27.9000,63.7000,39.0000,43.5333,2026-03-19T01:39:26.250197640+00:00,67.4
2026-03-20,NKE,stock,HOLD,7.20,54.6000,49.6000,55.8000,53.3333,2026-03-19T01:39:26.250197640+00:00,70.9
2026-03-20,HD,stock,SELL,19.90,20.3000,46.6000,51.0000,39.3000,2026-03-19T01:39:26.250197640+00:00,69.3
2026-03-20,COST,stock,HOLD,11.30,32.2000,55.7000,45.7000,44.5333,2026-03-19T01:39:26.250197640+00:00,67.8
2026-03-20,TGT,stock,HOLD,2.80,49.1000,44.6000,51.0000,48.2333,2026-03-19T01:39:26.250197640+00:00,68.4
2026-03-20,WMT,stock,HOLD,1.70,43.0000,70.8000,40.6000,51.4667,2026-03-19T01:39:26.250197640+00:00,72.0
2026-03-20,EMR,stock,BUY,20.50,50.0000,67.0000,65.0000,60.6667,2026-03-19T01:39:26.250197640+00:00,74.1
2026-03-20,GE,stock,BUY,17.00,84.5000,85.0000,47.6000,72.3667,2026-03-19T01:39:26.250197640+00:00,71.0
2026-03-20,HON,stock,HOLD,3.80,44.5000,56.6000,44.3000,48.4667,2026-03-19T01:39:26.250197640+00:00,68.7
2026-03-20,MMM,stock,BUY,18.10,63.4000,72.8000,45.8000,60.6667,2026-03-19T01:39:26.250197640+00:00,70.8
2026-03-20,DE,stock,HOLD,11.90,60.1000,38.2000,35.0000,44.4333,2026-03-19T01:39:26.250197640+00:00,67.4
2026-03-20,CAT,stock,BUY,19.90,85.0000,56.8000,41.9000,61.2333,2026-03-19T01:39:26.250197640+00:00,72.8
2026-03-20,GD,stock,BUY,16.50,58.7000,66.7000,54.6000,60.0000,2026-03-19T01:39:26.250197640+00:00,67.1
2026-03-20,BA,stock,BUY,19.00,69.0000,84.0000,46.8000,66.6000,2026-03-19T01:39:26.250197640+00:00,70.8
2026-03-20,NOC,stock,BUY,20.00,70.4000,83.8000,57.8000,70.6667,2026-03-19T01:39:26.250197640+00:00,71.6
2026-03-20,RTX,stock,HOLD,7.80,50.7000,54.7000,35.2000,46.8667,2026-03-19T01:39:26.250197640+00:00,70.1
2026-03-20,LMT,stock,BUY,13.60,52.8000,55.8000,60.8000,56.4667,2026-03-19T01:39:26.250197640+00:00,71.1
2026-03-20,ABBV,stock,BUY,23.30,63.6000,68.6000,63.2000,65.1333,2026-03-19T01:39:26.250197640+00:00,74.1
2026-03-20,MRNA,stock,HOLD,13.90,19.5000,68.1000,41.4000,43.0000,2026-03-19T01:39:26.250197640+00:00,72.7
2026-03-20,PFE,stock,HOLD,4.50,47.2000,42.5000,52.8000,47.5000,2026-03-19T01:39:26.250197640+00:00,69.6
2026-03-20,LLY,stock,BUY,15.60,56.2000,79.6000,41.8000,59.2000,2026-03-19T01:39:26.250197640+00:00,73.2
2026-03-20,UNH,stock,BUY,16.70,82.0000,58.8000,48.5000,63.1000,2026-03-19T01:39:26.250197640+00:00,67.6
2026-03-20,JNJ,stock,HOLD,1.20,42.3000,53.4000,55.0000,50.2333,2026-03-19T01:39:26.250197640+00:00,73.2
2026-03-20,MA,stock,SELL,19.20,15.0000,19.4000,32.4000,22.2667,2026-03-19T01:39:26.250197640+00:00,74.6
